t,pn,pe,pd,vn,ve,vd
25.18,1259.5,0.0,0.0,50.0,0.0,0.0
25.19,1260.0,0.0,0.0,50.0,0.0,0.0
25.2,1260.5,0.0,0.0,50.0,0.0,0.0
25.21,1261.0,0.0,0.0,50.0,0.0,0.0
25.22,1261.5,0.0,0.0,50.0,0.0,0.0
25.23,1262.0,0.0,0.0,50.0,0.0,0.0
25.240000000000002,1262.5,0.0,0.0,50.0,0.0,0.0
25.25,1263.0,0.0,0.0,50.0,0.0,0.0
25.26,1263.5,0.0,0.0,50.0,0.0,0.0
25.27,1264.0,0.0,0.0,50.0,0.0,0.0
25.28,1264.5,0.0,0.0,50.0,0.0,0.0
25.29,1265.0,0.0,0.0,50.0,0.0,0.0
25.3,1265.5,0.0,0.0,50.0,0.0,0.0
25.310000000000002,1266.0,0.0,0.0,50.0,0.0,0.0
25.32,1266.5,0.0,0.0,50.0,0.0,0.0
25.330000000000002,1267.0,0.0,0.0,50.0,0.0,0.0
25.34,1267.5,0.0,0.0,50.0,0.0,0.0
25.35,1268.0,0.0,0.0,50.0,0.0,0.0
25.36,1268.5,0.0,0.0,50.0,0.0,0.0
25.37,1269.0,0.0,0.0,50.0,0.0,0.0
25.38,1269.5,0.0,0.0,50.0,0.0,0.0
25.39,1270.0,0.0,0.0,50.0,0.0,0.0
25.400000000000002,1270.5,0.0,0.0,50.0,0.0,0.0
25.41,1271.0,0.0,0.0,50.0,0.0,0.0
25.42,1271.5,0.0,0.0,50.0,0.0,0.0
25.43,1272.0,0.0,0.0,50.0,0.0,0.0
25.44,1272.5,0.0,0.0,50.0,0.0,0.0
25.45,1273.0,0.0,0.0,50.0,0.0,0.0
25.46,1273.5,0.0,0.0,50.0,0.0,0.0
25.47,1274.0,0.0,0.0,50.0,0.0,0.0
25.48,1274.5,0.0,0.0,50.0,0.0,0.0
25.490000000000002,1275.0,0.0,0.0,50.0,0.0,0.0
25.5,1275.5,0.0,0.0,50.0,0.0,0.0
25.51,1276.0,0.0,0.0,50.0,0.0,0.0
25.52,1276.5,0.0,0.0,50.0,0.0,0.0
25.53,1277.0,0.0,0.0,50.0,0.0,0.0
25.54,1277.5,0.0,0.0,50.0,0.0,0.0
25.55,1278.0,0.0,0.0,50.0,0.0,0.0
25.560000000000002,1278.5,0.0,0.0,50.0,0.0,0.0
25.57,1279.0,0.0,0.0,50.0,0.0,0.0
25.580000000000002,1279.5,0.0,0.0,50.0,0.0,0.0
25.59,1280.0,0.0,0.0,50.0,0.0,0.0
25.6,1280.5,0.0,0.0,50.0,0.0,0.0
25.61,1281.0,0.0,0.0,50.0,0.0,0.0
25.62,1281.5,0.0,0.0,50.0,0.0,0.0
25.63,1282.0,0.0,0.0,50.0,0.0,0.0
25.64,1282.5,0.0,0.0,50.0,0.0,0.0
25.650000000000002,1283.0,0.0,0.0,50.0,0.0,0.0
25.66,1283.5,0.0,0.0,50.0,0.0,0.0
25.67,1284.0,0.0,0.0,50.0,0.0,0.0
25.68,1284.5,0.0,0.0,50.0,0.0,0.0
25.69,1285.0,0.0,0.0,50.0,0.0,0.0
25.7,1285.5,0.0,0.0,50.0,0.0,0.0
25.71,1286.0,0.0,0.0,50.0,0.0,0.0
25.72,1286.5,0.0,0.0,50.0,0.0,0.0
25.73,1287.0,0.0,0.0,50.0,0.0,0.0
25.740000000000002,1287.5,0.0,0.0,50.0,0.0,0.0
25.75,1288.0,0.0,0.0,50.0,0.0,0.0
25.76,1288.5,0.0,0.0,50.0,0.0,0.0
25.77,1289.0,0.0,0.0,50.0,0.0,0.0
25.78,1289.5,0.0,0.0,50.0,0.0,0.0
25.79,1290.0,0.0,0.0,50.0,0.0,0.0
25.8,1290.5,0.0,0.0,50.0,0.0,0.0
25.810000000000002,1291.0,0.0,0.0,50.0,0.0,0.0
25.82,1291.5,0.0,0.0,50.0,0.0,0.0
25.830000000000002,1292.0,0.0,0.0,50.0,0.0,0.0
25.84,1292.5,0.0,0.0,50.0,0.0,0.0
25.85,1293.0,0.0,0.0,50.0,0.0,0.0
25.86,1293.5,0.0,0.0,50.0,0.0,0.0
25.87,1294.0,0.0,0.0,50.0,0.0,0.0
25.88,1294.5,0.0,0.0,50.0,0.0,0.0
25.89,1295.0,0.0,0.0,50.0,0.0,0.0
25.900000000000002,1295.5,0.0,0.0,50.0,0.0,0.0
25.91,1296.0,0.0,0.0,50.0,0.0,0.0
25.92,1296.5,0.0,0.0,50.0,0.0,0.0
25.93,1297.0,0.0,0.0,50.0,0.0,0.0
25.94,1297.5,0.0,0.0,50.0,0.0,0.0
25.95,1298.0,0.0,0.0,50.0,0.0,0.0
25.96,1298.5,0.0,0.0,50.0,0.0,0.0
25.97,1299.0,0.0,0.0,50.0,0.0,0.0
25.98,1299.5,0.0,0.0,50.0,0.0,0.0
25.990000000000002,1300.0,0.0,0.0,50.0,0.0,0.0
26.0,1300.5,0.0,0.0,50.0,0.0,0.0
26.01,1301.0,0.0,0.0,50.0,0.0,0.0
26.02,1301.5,0.0,0.0,50.0,0.0,0.0
26.03,1302.0,0.0,0.0,50.0,0.0,0.0
26.04,1302.5,0.0,0.0,50.0,0.0,0.0
26.05,1303.0,0.0,0.0,50.0,0.0,0.0
26.060000000000002,1303.5,0.0,0.0,50.0,0.0,0.0
26.07,1304.0,0.0,0.0,50.0,0.0,0.0
26.080000000000002,1304.5,0.0,0.0,50.0,0.0,0.0
26.09,1305.0,0.0,0.0,50.0,0.0,0.0
26.1,1305.5,0.0,0.0,50.0,0.0,0.0
26.11,1306.0,0.0,0.0,50.0,0.0,0.0
26.12,1306.5,0.0,0.0,50.0,0.0,0.0
26.13,1307.0,0.0,0.0,50.0,0.0,0.0
26.14,1307.5,0.0,0.0,50.0,0.0,0.0
26.150000000000002,1308.0,0.0,0.0,50.0,0.0,0.0
26.16,1308.5,0.0,0.0,50.0,0.0,0.0
26.17,1309.0,0.0,0.0,50.0,0.0,0.0
26.18,1309.5,0.0,0.0,50.0,0.0,0.0
26.19,1310.0,0.0,0.0,50.0,0.0,0.0
26.2,1310.5,0.0,0.0,50.0,0.0,0.0
26.21,1311.0,0.0,0.0,50.0,0.0,0.0
26.22,1311.5,0.0,0.0,50.0,0.0,0.0
26.23,1312.0,0.0,0.0,50.0,0.0,0.0
26.240000000000002,1312.5,0.0,0.0,50.0,0.0,0.0
26.25,1313.0,0.0,0.0,50.0,0.0,0.0
26.26,1313.5,0.0,0.0,50.0,0.0,0.0
26.27,1314.0,0.0,0.0,50.0,0.0,0.0
26.28,1314.5,0.0,0.0,50.0,0.0,0.0
26.29,1315.0,0.0,0.0,50.0,0.0,0.0
26.3,1315.5,0.0,0.0,50.0,0.0,0.0
26.310000000000002,1316.0,0.0,0.0,50.0,0.0,0.0
26.32,1316.5,0.0,0.0,50.0,0.0,0.0
26.330000000000002,1317.0,0.0,0.0,50.0,0.0,0.0
26.34,1317.5,0.0,0.0,50.0,0.0,0.0
26.35,1318.0,0.0,0.0,50.0,0.0,0.0
26.36,1318.5,0.0,0.0,50.0,0.0,0.0
26.37,1319.0,0.0,0.0,50.0,0.0,0.0
26.38,1319.5,0.0,0.0,50.0,0.0,0.0
26.39,1320.0,0.0,0.0,50.0,0.0,0.0
26.400000000000002,1320.5,0.0,0.0,50.0,0.0,0.0
26.41,1321.0,0.0,0.0,50.0,0.0,0.0
26.42,1321.5,0.0,0.0,50.0,0.0,0.0
26.43,1322.0,0.0,0.0,50.0,0.0,0.0
26.44,1322.5,0.0,0.0,50.0,0.0,0.0
26.45,1323.0,0.0,0.0,50.0,0.0,0.0
26.46,1323.5,0.0,0.0,50.0,0.0,0.0
26.47,1324.0,0.0,0.0,50.0,0.0,0.0
26.48,1324.5,0.0,0.0,50.0,0.0,0.0
26.490000000000002,1325.0,0.0,0.0,50.0,0.0,0.0
26.5,1325.5,0.0,0.0,50.0,0.0,0.0
26.51,1326.0,0.0,0.0,50.0,0.0,0.0
26.52,1326.5,0.0,0.0,50.0,0.0,0.0
26.53,1327.0,0.0,0.0,50.0,0.0,0.0
26.54,1327.5,0.0,0.0,50.0,0.0,0.0
26.55,1328.0,0.0,0.0,50.0,0.0,0.0
26.560000000000002,1328.5,0.0,0.0,50.0,0.0,0.0
26.57,1329.0,0.0,0.0,50.0,0.0,0.0
26.580000000000002,1329.5,0.0,0.0,50.0,0.0,0.0
26.59,1330.0,0.0,0.0,50.0,0.0,0.0
26.6,1330.5,0.0,0.0,50.0,0.0,0.0
26.61,1331.0,0.0,0.0,50.0,0.0,0.0
26.62,1331.5,0.0,0.0,50.0,0.0,0.0
26.63,1332.0,0.0,0.0,50.0,0.0,0.0
26.64,1332.5,0.0,0.0,50.0,0.0,0.0
26.650000000000002,1333.0,0.0,0.0,50.0,0.0,0.0
26.66,1333.5,0.0,0.0,50.0,0.0,0.0
26.67,1334.0,0.0,0.0,50.0,0.0,0.0
26.68,1334.5,0.0,0.0,50.0,0.0,0.0
26.69,1335.0,0.0,0.0,50.0,0.0,0.0
26.7,1335.5,0.0,0.0,50.0,0.0,0.0
26.71,1336.0,0.0,0.0,50.0,0.0,0.0
26.72,1336.5,0.0,0.0,50.0,0.0,0.0
26.73,1337.0,0.0,0.0,50.0,0.0,0.0
26.740000000000002,1337.5,0.0,0.0,50.0,0.0,0.0
26.75,1338.0,0.0,0.0,50.0,0.0,0.0
26.76,1338.5,0.0,0.0,50.0,0.0,0.0
26.77,1339.0,0.0,0.0,50.0,0.0,0.0
26.78,1339.5,0.0,0.0,50.0,0.0,0.0
26.79,1340.0,0.0,0.0,50.0,0.0,0.0
26.8,1340.5,0.0,0.0,50.0,0.0,0.0
26.810000000000002,1341.0,0.0,0.0,50.0,0.0,0.0
26.82,1341.5,0.0,0.0,50.0,0.0,0.0
26.830000000000002,1342.0,0.0,0.0,50.0,0.0,0.0
26.84,1342.5,0.0,0.0,50.0,0.0,0.0
26.85,1343.0,0.0,0.0,50.0,0.0,0.0
26.86,1343.5,0.0,0.0,50.0,0.0,0.0
26.87,1344.0,0.0,0.0,50.0,0.0,0.0
26.88,1344.5,0.0,0.0,50.0,0.0,0.0
26.89,1345.0,0.0,0.0,50.0,0.0,0.0
26.900000000000002,1345.5,0.0,0.0,50.0,0.0,0.0
26.91,1346.0,0.0,0.0,50.0,0.0,0.0
26.92,1346.5,0.0,0.0,50.0,0.0,0.0
26.93,1347.0,0.0,0.0,50.0,0.0,0.0
26.94,1347.5,0.0,0.0,50.0,0.0,0.0
26.95,1348.0,0.0,0.0,50.0,0.0,0.0
26.96,1348.5,0.0,0.0,50.0,0.0,0.0
26.97,1349.0,0.0,0.0,50.0,0.0,0.0
26.98,1349.5,0.0,0.0,50.0,0.0,0.0
26.990000000000002,1350.0,0.0,0.0,50.0,0.0,0.0
27.0,1350.5,0.0,0.0,50.0,0.0,0.0
27.01,1351.0,0.0,0.0,50.0,0.0,0.0
27.02,1351.5,0.0,0.0,50.0,0.0,0.0
27.03,1352.0,0.0,0.0,50.0,0.0,0.0
27.04,1352.5,0.0,0.0,50.0,0.0,0.0
27.05,1353.0,0.0,0.0,50.0,0.0,0.0
27.060000000000002,1353.5,0.0,0.0,50.0,0.0,0.0
27.07,1354.0,0.0,0.0,50.0,0.0,0.0
27.080000000000002,1354.5,0.0,0.0,50.0,0.0,0.0
27.09,1355.0,0.0,0.0,50.0,0.0,0.0
27.1,1355.5,0.0,0.0,50.0,0.0,0.0
27.11,1356.0,0.0,0.0,50.0,0.0,0.0
27.12,1356.5,0.0,0.0,50.0,0.0,0.0
27.13,1357.0,0.0,0.0,50.0,0.0,0.0
27.14,1357.5,0.0,0.0,50.0,0.0,0.0
27.150000000000002,1358.0,0.0,0.0,50.0,0.0,0.0
27.16,1358.5,0.0,0.0,50.0,0.0,0.0
27.17,1359.0,0.0,0.0,50.0,0.0,0.0
27.18,1359.5,0.0,0.0,50.0,0.0,0.0
27.19,1360.0,0.0,0.0,50.0,0.0,0.0
27.2,1360.5,0.0,0.0,50.0,0.0,0.0
27.21,1361.0,0.0,0.0,50.0,0.0,0.0
27.22,1361.5,0.0,0.0,50.0,0.0,0.0
27.23,1362.0,0.0,0.0,50.0,0.0,0.0
27.240000000000002,1362.5,0.0,0.0,50.0,0.0,0.0
27.25,1363.0,0.0,0.0,50.0,0.0,0.0
27.26,1363.5,0.0,0.0,50.0,0.0,0.0
27.27,1364.0,0.0,0.0,50.0,0.0,0.0
27.28,1364.5,0.0,0.0,50.0,0.0,0.0
27.29,1365.0,0.0,0.0,50.0,0.0,0.0
27.3,1365.5,0.0,0.0,50.0,0.0,0.0
27.310000000000002,1366.0,0.0,0.0,50.0,0.0,0.0
27.32,1366.5,0.0,0.0,50.0,0.0,0.0
27.330000000000002,1367.0,0.0,0.0,50.0,0.0,0.0
27.34,1367.5,0.0,0.0,50.0,0.0,0.0
27.35,1368.0,0.0,0.0,50.0,0.0,0.0
27.36,1368.5,0.0,0.0,50.0,0.0,0.0
27.37,1369.0,0.0,0.0,50.0,0.0,0.0
27.38,1369.5,0.0,0.0,50.0,0.0,0.0
27.39,1370.0,0.0,0.0,50.0,0.0,0.0
27.400000000000002,1370.5,0.0,0.0,50.0,0.0,0.0
27.41,1371.0,0.0,0.0,50.0,0.0,0.0
27.42,1371.5,0.0,0.0,50.0,0.0,0.0
27.43,1372.0,0.0,0.0,50.0,0.0,0.0
27.44,1372.5,0.0,0.0,50.0,0.0,0.0
27.45,1373.0,0.0,0.0,50.0,0.0,0.0
27.46,1373.5,0.0,0.0,50.0,0.0,0.0
27.47,1374.0,0.0,0.0,50.0,0.0,0.0
27.48,1374.5,0.0,0.0,50.0,0.0,0.0
27.490000000000002,1375.0,0.0,0.0,50.0,0.0,0.0
27.5,1375.5,0.0,0.0,50.0,0.0,0.0
27.51,1376.0,0.0,0.0,50.0,0.0,0.0
27.52,1376.5,0.0,0.0,50.0,0.0,0.0
27.53,1377.0,0.0,0.0,50.0,0.0,0.0
27.54,1377.5,0.0,0.0,50.0,0.0,0.0
27.55,1378.0,0.0,0.0,50.0,0.0,0.0
27.560000000000002,1378.5,0.0,0.0,50.0,0.0,0.0
27.57,1379.0,0.0,0.0,50.0,0.0,0.0
27.580000000000002,1379.5,0.0,0.0,50.0,0.0,0.0
27.59,1380.0,0.0,0.0,50.0,0.0,0.0
27.6,1380.5,0.0,0.0,50.0,0.0,0.0
27.61,1381.0,0.0,0.0,50.0,0.0,0.0
27.62,1381.5,0.0,0.0,50.0,0.0,0.0
27.63,1382.0,0.0,0.0,50.0,0.0,0.0
27.64,1382.5,0.0,0.0,50.0,0.0,0.0
27.650000000000002,1383.0,0.0,0.0,50.0,0.0,0.0
27.66,1383.5,0.0,0.0,50.0,0.0,0.0
27.67,1384.0,0.0,0.0,50.0,0.0,0.0
27.68,1384.5,0.0,0.0,50.0,0.0,0.0
27.69,1385.0,0.0,0.0,50.0,0.0,0.0
27.7,1385.5,0.0,0.0,50.0,0.0,0.0
27.71,1386.0,0.0,0.0,50.0,0.0,0.0
27.72,1386.5,0.0,0.0,50.0,0.0,0.0
27.73,1387.0,0.0,0.0,50.0,0.0,0.0
27.740000000000002,1387.5,0.0,0.0,50.0,0.0,0.0
27.75,1388.0,0.0,0.0,50.0,0.0,0.0
27.76,1388.5,0.0,0.0,50.0,0.0,0.0
27.77,1389.0,0.0,0.0,50.0,0.0,0.0
27.78,1389.5,0.0,0.0,50.0,0.0,0.0
27.79,1390.0,0.0,0.0,50.0,0.0,0.0
27.8,1390.5,0.0,0.0,50.0,0.0,0.0
27.810000000000002,1391.0,0.0,0.0,50.0,0.0,0.0
27.82,1391.5,0.0,0.0,50.0,0.0,0.0
27.830000000000002,1392.0,0.0,0.0,50.0,0.0,0.0
27.84,1392.5,0.0,0.0,50.0,0.0,0.0
27.85,1393.0,0.0,0.0,50.0,0.0,0.0
27.86,1393.5,0.0,0.0,50.0,0.0,0.0
27.87,1394.0,0.0,0.0,50.0,0.0,0.0
27.88,1394.5,0.0,0.0,50.0,0.0,0.0
27.89,1395.0,0.0,0.0,50.0,0.0,0.0
27.900000000000002,1395.5,0.0,0.0,50.0,0.0,0.0
27.91,1396.0,0.0,0.0,50.0,0.0,0.0
27.92,1396.5,0.0,0.0,50.0,0.0,0.0
27.93,1397.0,0.0,0.0,50.0,0.0,0.0
27.94,1397.5,0.0,0.0,50.0,0.0,0.0
27.95,1398.0,0.0,0.0,50.0,0.0,0.0
27.96,1398.5,0.0,0.0,50.0,0.0,0.0
27.97,1399.0,0.0,0.0,50.0,0.0,0.0
27.98,1399.5,0.0,0.0,50.0,0.0,0.0
27.990000000000002,1400.0,0.0,0.0,50.0,0.0,0.0
28.0,1400.5,0.0,0.0,50.0,0.0,0.0
28.01,1401.0,0.0,0.0,50.0,0.0,0.0
28.02,1401.5,0.0,0.0,50.0,0.0,0.0
28.03,1402.0,0.0,0.0,50.0,0.0,0.0
28.04,1402.5,0.0,0.0,50.0,0.0,0.0
28.05,1403.0,0.0,0.0,50.0,0.0,0.0
28.060000000000002,1403.5,0.0,0.0,50.0,0.0,0.0
28.07,1404.0,0.0,0.0,50.0,0.0,0.0
28.080000000000002,1404.5,0.0,0.0,50.0,0.0,0.0
28.09,1405.0,0.0,0.0,50.0,0.0,0.0
28.1,1405.5,0.0,0.0,50.0,0.0,0.0
28.11,1406.0,0.0,0.0,50.0,0.0,0.0
28.12,1406.5,0.0,0.0,50.0,0.0,0.0
28.13,1407.0,0.0,0.0,50.0,0.0,0.0
28.14,1407.5,0.0,0.0,50.0,0.0,0.0
28.150000000000002,1408.0,0.0,0.0,50.0,0.0,0.0
28.16,1408.5,0.0,0.0,50.0,0.0,0.0
28.17,1409.0,0.0,0.0,50.0,0.0,0.0
28.18,1409.5,0.0,0.0,50.0,0.0,0.0
28.19,1410.0,0.0,0.0,50.0,0.0,0.0
28.2,1410.5,0.0,0.0,50.0,0.0,0.0
28.21,1411.0,0.0,0.0,50.0,0.0,0.0
28.22,1411.5,0.0,0.0,50.0,0.0,0.0
28.23,1412.0,0.0,0.0,50.0,0.0,0.0
28.240000000000002,1412.5,0.0,0.0,50.0,0.0,0.0
28.25,1413.0,0.0,0.0,50.0,0.0,0.0
28.26,1413.5,0.0,0.0,50.0,0.0,0.0
28.27,1414.0,0.0,0.0,50.0,0.0,0.0
28.28,1414.5,0.0,0.0,50.0,0.0,0.0
28.29,1415.0,0.0,0.0,50.0,0.0,0.0
28.3,1415.5,0.0,0.0,50.0,0.0,0.0
28.310000000000002,1416.0,0.0,0.0,50.0,0.0,0.0
28.32,1416.5,0.0,0.0,50.0,0.0,0.0
28.330000000000002,1417.0,0.0,0.0,50.0,0.0,0.0
28.34,1417.5,0.0,0.0,50.0,0.0,0.0
28.35,1418.0,0.0,0.0,50.0,0.0,0.0
28.36,1418.5,0.0,0.0,50.0,0.0,0.0
28.37,1419.0,0.0,0.0,50.0,0.0,0.0
28.38,1419.5,0.0,0.0,50.0,0.0,0.0
28.39,1420.0,0.0,0.0,50.0,0.0,0.0
28.400000000000002,1420.5,0.0,0.0,50.0,0.0,0.0
28.41,1421.0,0.0,0.0,50.0,0.0,0.0
28.42,1421.5,0.0,0.0,50.0,0.0,0.0
28.43,1422.0,0.0,0.0,50.0,0.0,0.0
28.44,1422.5,0.0,0.0,50.0,0.0,0.0
28.45,1423.0,0.0,0.0,50.0,0.0,0.0
28.46,1423.5,0.0,0.0,50.0,0.0,0.0
28.47,1424.0,0.0,0.0,50.0,0.0,0.0
28.48,1424.5,0.0,0.0,50.0,0.0,0.0
28.490000000000002,1425.0,0.0,0.0,50.0,0.0,0.0
28.5,1425.5,0.0,0.0,50.0,0.0,0.0
28.51,1426.0,0.0,0.0,50.0,0.0,0.0
28.52,1426.5,0.0,0.0,50.0,0.0,0.0
28.53,1427.0,0.0,0.0,50.0,0.0,0.0
28.54,1427.5,0.0,0.0,50.0,0.0,0.0
28.55,1428.0,0.0,0.0,50.0,0.0,0.0
28.560000000000002,1428.5,0.0,0.0,50.0,0.0,0.0
28.57,1429.0,0.0,0.0,50.0,0.0,0.0
28.580000000000002,1429.5,0.0,0.0,50.0,0.0,0.0
28.59,1430.0,0.0,0.0,50.0,0.0,0.0
28.6,1430.5,0.0,0.0,50.0,0.0,0.0
28.61,1431.0,0.0,0.0,50.0,0.0,0.0
28.62,1431.5,0.0,0.0,50.0,0.0,0.0
28.63,1432.0,0.0,0.0,50.0,0.0,0.0
28.64,1432.5,0.0,0.0,50.0,0.0,0.0
28.650000000000002,1433.0,0.0,0.0,50.0,0.0,0.0
28.66,1433.5,0.0,0.0,50.0,0.0,0.0
28.67,1434.0,0.0,0.0,50.0,0.0,0.0
28.68,1434.5,0.0,0.0,50.0,0.0,0.0
28.69,1435.0,0.0,0.0,50.0,0.0,0.0
28.7,1435.5,0.0,0.0,50.0,0.0,0.0
28.71,1436.0,0.0,0.0,50.0,0.0,0.0
28.72,1436.5,0.0,0.0,50.0,0.0,0.0
28.73,1437.0,0.0,0.0,50.0,0.0,0.0
28.740000000000002,1437.5,0.0,0.0,50.0,0.0,0.0
28.75,1438.0,0.0,0.0,50.0,0.0,0.0
28.76,1438.5,0.0,0.0,50.0,0.0,0.0
28.77,1439.0,0.0,0.0,50.0,0.0,0.0
28.78,1439.5,0.0,0.0,50.0,0.0,0.0
28.79,1440.0,0.0,0.0,50.0,0.0,0.0
28.8,1440.5,0.0,0.0,50.0,0.0,0.0
28.810000000000002,1441.0,0.0,0.0,50.0,0.0,0.0
28.82,1441.5,0.0,0.0,50.0,0.0,0.0
28.830000000000002,1442.0,0.0,0.0,50.0,0.0,0.0
28.84,1442.5,0.0,0.0,50.0,0.0,0.0
28.85,1443.0,0.0,0.0,50.0,0.0,0.0
28.86,1443.5,0.0,0.0,50.0,0.0,0.0
28.87,1444.0,0.0,0.0,50.0,0.0,0.0
28.88,1444.5,0.0,0.0,50.0,0.0,0.0
28.89,1445.0,0.0,0.0,50.0,0.0,0.0
28.900000000000002,1445.5,0.0,0.0,50.0,0.0,0.0
28.91,1446.0,0.0,0.0,50.0,0.0,0.0
28.92,1446.5,0.0,0.0,50.0,0.0,0.0
28.93,1447.0,0.0,0.0,50.0,0.0,0.0
28.94,1447.5,0.0,0.0,50.0,0.0,0.0
28.95,1448.0,0.0,0.0,50.0,0.0,0.0
28.96,1448.5,0.0,0.0,50.0,0.0,0.0
28.97,1449.0,0.0,0.0,50.0,0.0,0.0
28.98,1449.5,0.0,0.0,50.0,0.0,0.0
28.990000000000002,1450.0,0.0,0.0,50.0,0.0,0.0
29.0,1450.5,0.0,0.0,50.0,0.0,0.0
29.01,1451.0,0.0,0.0,50.0,0.0,0.0
29.02,1451.5,0.0,0.0,50.0,0.0,0.0
29.03,1452.0,0.0,0.0,50.0,0.0,0.0
29.04,1452.5,0.0,0.0,50.0,0.0,0.0
29.05,1453.0,0.0,0.0,50.0,0.0,0.0
29.060000000000002,1453.5,0.0,0.0,50.0,0.0,0.0
29.07,1454.0,0.0,0.0,50.0,0.0,0.0
29.080000000000002,1454.5,0.0,0.0,50.0,0.0,0.0
29.09,1455.0,0.0,0.0,50.0,0.0,0.0
29.1,1455.5,0.0,0.0,50.0,0.0,0.0
29.11,1456.0,0.0,0.0,50.0,0.0,0.0
29.12,1456.5,0.0,0.0,50.0,0.0,0.0
29.13,1457.0,0.0,0.0,50.0,0.0,0.0
29.14,1457.5,0.0,0.0,50.0,0.0,0.0
29.150000000000002,1458.0,0.0,0.0,50.0,0.0,0.0
29.16,1458.5,0.0,0.0,50.0,0.0,0.0
29.17,1459.0,0.0,0.0,50.0,0.0,0.0
29.18,1459.5,0.0,0.0,50.0,0.0,0.0
29.19,1460.0,0.0,0.0,50.0,0.0,0.0
29.2,1460.5,0.0,0.0,50.0,0.0,0.0
29.21,1461.0,0.0,0.0,50.0,0.0,0.0
29.22,1461.5,0.0,0.0,50.0,0.0,0.0
29.23,1462.0,0.0,0.0,50.0,0.0,0.0
29.240000000000002,1462.5,0.0,0.0,50.0,0.0,0.0
29.25,1463.0,0.0,0.0,50.0,0.0,0.0
29.26,1463.5,0.0,0.0,50.0,0.0,0.0
29.27,1464.0,0.0,0.0,50.0,0.0,0.0
29.28,1464.5,0.0,0.0,50.0,0.0,0.0
29.29,1465.0,0.0,0.0,50.0,0.0,0.0
29.3,1465.5,0.0,0.0,50.0,0.0,0.0
29.310000000000002,1466.0,0.0,0.0,50.0,0.0,0.0
29.32,1466.5,0.0,0.0,50.0,0.0,0.0
29.330000000000002,1467.0,0.0,0.0,50.0,0.0,0.0
29.34,1467.5,0.0,0.0,50.0,0.0,0.0
29.35,1468.0,0.0,0.0,50.0,0.0,0.0
29.36,1468.5,0.0,0.0,50.0,0.0,0.0
29.37,1469.0,0.0,0.0,50.0,0.0,0.0
29.38,1469.5,0.0,0.0,50.0,0.0,0.0
29.39,1470.0,0.0,0.0,50.0,0.0,0.0
29.400000000000002,1470.5,0.0,0.0,50.0,0.0,0.0
29.41,1471.0,0.0,0.0,50.0,0.0,0.0
29.42,1471.5,0.0,0.0,50.0,0.0,0.0
29.43,1472.0,0.0,0.0,50.0,0.0,0.0
29.44,1472.5,0.0,0.0,50.0,0.0,0.0
29.45,1473.0,0.0,0.0,50.0,0.0,0.0
29.46,1473.5,0.0,0.0,50.0,0.0,0.0
29.47,1474.0,0.0,0.0,50.0,0.0,0.0
29.48,1474.5,0.0,0.0,50.0,0.0,0.0
29.490000000000002,1475.0,0.0,0.0,50.0,0.0,0.0
29.5,1475.5,0.0,0.0,50.0,0.0,0.0
29.51,1476.0,0.0,0.0,50.0,0.0,0.0
29.52,1476.5,0.0,0.0,50.0,0.0,0.0
29.53,1477.0,0.0,0.0,50.0,0.0,0.0
29.54,1477.5,0.0,0.0,50.0,0.0,0.0
29.55,1478.0,0.0,0.0,50.0,0.0,0.0
29.560000000000002,1478.5,0.0,0.0,50.0,0.0,0.0
29.57,1479.0,0.0,0.0,50.0,0.0,0.0
29.580000000000002,1479.5,0.0,0.0,50.0,0.0,0.0
29.59,1480.0,0.0,0.0,50.0,0.0,0.0
29.6,1480.5,0.0,0.0,50.0,0.0,0.0
29.61,1481.0,0.0,0.0,50.0,0.0,0.0
29.62,1481.5,0.0,0.0,50.0,0.0,0.0
29.63,1482.0,0.0,0.0,50.0,0.0,0.0
29.64,1482.5,0.0,0.0,50.0,0.0,0.0
29.650000000000002,1483.0,0.0,0.0,50.0,0.0,0.0
29.66,1483.5,0.0,0.0,50.0,0.0,0.0
29.67,1484.0,0.0,0.0,50.0,0.0,0.0
29.68,1484.5,0.0,0.0,50.0,0.0,0.0
29.69,1485.0,0.0,0.0,50.0,0.0,0.0
29.7,1485.5,0.0,0.0,50.0,0.0,0.0
29.71,1486.0,0.0,0.0,50.0,0.0,0.0
29.72,1486.5,0.0,0.0,50.0,0.0,0.0
29.73,1487.0,0.0,0.0,50.0,0.0,0.0
29.740000000000002,1487.5,0.0,0.0,50.0,0.0,0.0
29.75,1488.0,0.0,0.0,50.0,0.0,0.0
29.76,1488.5,0.0,0.0,50.0,0.0,0.0
29.77,1489.0,0.0,0.0,50.0,0.0,0.0
29.78,1489.5,0.0,0.0,50.0,0.0,0.0
29.79,1490.0,0.0,0.0,50.0,0.0,0.0
29.8,1490.5,0.0,0.0,50.0,0.0,0.0
29.810000000000002,1491.0,0.0,0.0,50.0,0.0,0.0
29.82,1491.5,0.0,0.0,50.0,0.0,0.0
29.830000000000002,1492.0,0.0,0.0,50.0,0.0,0.0
29.84,1492.5,0.0,0.0,50.0,0.0,0.0
29.85,1493.0,0.0,0.0,50.0,0.0,0.0
29.86,1493.5,0.0,0.0,50.0,0.0,0.0
29.87,1494.0,0.0,0.0,50.0,0.0,0.0
29.88,1494.5,0.0,0.0,50.0,0.0,0.0
