timestamp,lat,lon,alt,Txx,Txy,Txz,Tyx,Tyy,Tyz,Tzx,Tzy,Tzz,J2,J3,laplacian,horizontal_curvature,vertical_gradient
27.6,46.8254,7.99927,774.036,-6.06928,-0.830596,-6.53873,-0.784019,-0.193149,-1.03364,-6.57285,-0.979311,-7.11403,2.1637,0.0744444,-13.3765,6.07236,-7.11403
27.8,46.8257,7.99922,771.848,-6.17984,-0.846276,-6.67557,-0.798655,-0.270075,-0.915527,-6.63462,-0.941552,-7.07279,2.92027,0.104165,-13.5227,6.18574,-7.07279
28,46.8259,7.99917,770.08,-6.21423,-0.776661,-6.69168,-0.772838,-0.104776,-0.831232,-6.67068,-0.845316,-7.38686,2.77551,-0.0104304,-13.7059,6.21511,-7.38686
28.2,46.8262,7.99912,769.067,-6.13598,-0.988003,-6.61164,-0.956758,-0.279955,-0.92457,-6.4958,-0.925074,-7.1329,5.46717,-0.0242942,-13.5488,6.14237,-7.1329
28.4,46.8265,7.99907,766.143,-6.16763,-1.04711,-6.67655,-1.01963,0.00145237,-1.04814,-6.655,-1.03792,-7.18005,-4.64705,0.00560219,-13.3462,6.16763,-7.18005
28.6,46.8267,7.99901,764.203,-6.15108,-1.01199,-6.74905,-1.00954,0.0148636,-0.948685,-6.69871,-0.980248,-6.98898,-8.73411,-0.28259,-13.1252,6.1511,-6.98898
28.8,46.827,7.99896,762.507,-6.29542,-1.01909,-6.6007,-0.96358,-0.0435676,-1.02947,-6.65648,-1.01374,-7.12341,-1.06717,0.0943061,-13.4624,6.29557,-7.12341
29,46.8273,7.9989,760.062,-6.26115,-0.923888,-6.60868,-0.878413,-0.0935083,-1.02868,-6.57766,-1.00388,-6.96277,-0.964726,0.0256839,-13.3174,6.26184,-6.96277
29.2,46.8276,7.99884,758.433,-6.23113,-0.79836,-6.84389,-0.865786,-0.161334,-1.07075,-6.78623,-1.00363,-7.19617,-2.40714,0.181011,-13.5886,6.23321,-7.19617
29.4,46.8278,7.99878,756.39,-6.19027,-0.949469,-6.72491,-0.936835,0.0159122,-0.951909,-6.71366,-0.974828,-7.15894,-5.72572,-0.110567,-13.3333,6.19029,-7.15894
29.6,46.8281,7.99872,754.033,-6.07724,-0.889007,-6.6369,-0.885008,0.0323001,-1.0064,-6.61575,-0.993409,-7.21396,-4.56595,-0.00464614,-13.2589,6.07733,-7.21396
29.8,46.8284,7.99865,751.491,-6.19218,-0.8631,-6.61935,-0.926059,-0.0704974,-1.01273,-6.62224,-1.00581,-7.10451,-1.44591,0.0209094,-13.3672,6.19259,-7.10451
30,46.8287,7.99859,749.348,-6.33612,-0.95507,-6.69436,-0.944387,-0.149836,-1.06735,-6.7135,-1.06162,-7.28766,2.47827,0.012666,-13.7736,6.33789,-7.28766
30.2,46.829,7.99852,747.974,-6.13433,-0.864116,-6.76155,-0.852844,-0.14801,-1.05203,-6.78069,-1.00392,-7.03654,-5.05452,0.108287,-13.3189,6.13611,-7.03654
30.4,46.8293,7.99845,745.58,-5.96645,-0.802714,-6.61045,-0.807538,-0.10053,-0.886759,-6.71747,-0.90471,-7.22325,-2.86573,-0.0106621,-13.2902,5.9673,-7.22325
30.6,46.8296,7.99839,742.753,-6.06727,-0.829604,-6.60915,-0.82176,-0.283893,-0.821366,-6.6255,-0.834315,-7.02699,2.39216,0.230054,-13.3782,6.07391,-7.02699
30.8,46.8298,7.99831,740.785,-6.16252,-0.817744,-6.53593,-0.792178,-0.275196,-1.02878,-6.50379,-0.983595,-7.08428,6.26889,-0.0552344,-13.522,6.16866,-7.08428
31,46.8301,7.99824,737.887,-6.23105,-0.776361,-6.47914,-0.791128,0.0403012,-1.10026,-6.55781,-1.08136,-7.171,-0.300469,0.761859,-13.3617,6.23118,-7.171
31.2,46.8304,7.99817,737.067,-6.14156,-0.844861,-6.6976,-0.843918,-0.272837,-0.888602,-6.70013,-0.936738,-7.28803,4.00759,0.0150822,-13.7024,6.14762,-7.28803
31.4,46.8307,7.99809,735.607,-6.23246,-0.902624,-6.47575,-0.926881,-0.200337,-0.959216,-6.49965,-0.992762,-7.23495,7.82126,-0.199635,-13.6678,6.23568,-7.23495
31.6,46.831,7.99801,733.401,-6.21974,-0.841263,-6.53923,-0.886605,-0.187666,-0.970564,-6.56134,-1.00121,-7.27653,6.33432,-0.13216,-13.6839,6.22257,-7.27653
31.8,46.8313,7.99793,730.913,-5.9891,-0.926818,-6.55291,-0.938716,0.110581,-0.953988,-6.55751,-0.980147,-7.14952,-6.81904,-0.0236175,-13.028,5.99012,-7.14952
32,46.8316,7.99785,728.446,-6.19578,-0.895927,-6.59795,-0.853893,-0.0842526,-0.879519,-6.59688,-0.911495,-7.02954,-0.849626,0.00891766,-13.3096,6.19635,-7.02954
32.2,46.8319,7.99777,726.559,-6.09328,-0.753856,-6.731,-0.766075,-0.298373,-0.868418,-6.72845,-0.86543,-7.17777,2.15521,0.320649,-13.5694,6.10058,-7.17777
32.4,46.8322,7.99769,724.573,-6.00303,-0.83549,-6.56298,-0.900868,-0.227933,-0.905813,-6.56929,-0.881382,-7.25161,3.77537,-0.0271921,-13.4826,6.00735,-7.25161
32.6,46.8325,7.9976,721.197,-6.28558,-1.01927,-6.60738,-0.987716,-0.0567877,-0.831198,-6.59136,-0.892766,-7.20793,1.54376,0.410572,-13.5503,6.28584,-7.20793
32.8,46.8329,7.99751,719.161,-6.11524,-0.887144,-6.66015,-0.953929,-0.0549715,-0.880026,-6.63971,-0.840739,-7.2344,-1.66743,0.120579,-13.4046,6.11548,-7.2344
33,46.8332,7.99743,718.294,-6.13699,-0.843123,-6.59899,-0.898772,-0.219069,-0.858294,-6.61183,-0.818784,-7.00523,1.55627,0.120661,-13.3613,6.1409,-7.00523
33.2,46.8335,7.99734,715.861,-6.13504,-0.943706,-6.65405,-0.894847,-0.1455,-0.952386,-6.63976,-0.981949,-7.01101,-2.07076,0.0135655,-13.2915,6.13676,-7.01101
33.4,46.8338,7.99724,714.185,-6.12432,-0.721684,-6.60007,-0.742026,-0.270858,-0.921979,-6.66253,-0.884004,-7.19665,4.71795,0.0554779,-13.5918,6.13031,-7.19665
33.6,46.8341,7.99715,712.257,-6.12471,-0.807709,-6.68447,-0.84559,0.0259765,-0.823542,-6.71668,-0.819859,-7.0782,-6.49329,-0.172391,-13.1769,6.12477,-7.0782
33.8,46.8344,7.99706,709.765,-6.13784,-0.931129,-6.81604,-0.915534,-0.169319,-0.951807,-6.78384,-0.967594,-7.06781,-4.7907,0.111472,-13.375,6.14018,-7.06781
34,46.8348,7.99696,707.093,-6.23146,-0.898955,-6.64504,-0.888156,-0.0686835,-0.982963,-6.65656,-0.98764,-7.13017,-1.30637,0.0179026,-13.4303,6.23184,-7.13017
34.2,46.8351,7.99686,704.636,-6.31319,-0.985927,-6.56088,-0.906957,-0.0763265,-1.00915,-6.53436,-1.03366,-7.00237,0.830333,0.0928145,-13.3919,6.31365,-7.00237
34.4,46.8354,7.99676,701.476,-6.23062,-0.844619,-6.58015,-0.870485,-0.147423,-0.901442,-6.66474,-0.972947,-7.21666,2.95904,-0.0403766,-13.5947,6.23237,-7.21666
34.6,46.8357,7.99666,700.703,-6.14347,-0.760266,-6.62805,-0.8116,-0.259877,-0.887077,-6.61463,-0.904613,-7.21762,5.1037,-0.0735188,-13.621,6.14896,-7.21762
34.8,46.8361,7.99656,699.247,-6.05611,-0.977921,-6.57078,-0.988962,-0.104484,-0.990374,-6.51814,-0.992089,-7.03343,-1.63205,0.0173262,-13.194,6.05701,-7.03343
35,46.8364,7.99645,697.135,-6.09141,-0.771354,-6.61514,-0.732234,-0.133241,-0.784943,-6.54016,-0.790637,-7.20581,2.43165,-0.023163,-13.4305,6.09287,-7.20581
35.2,46.8367,7.99635,694.822,-6.25393,-0.936255,-6.75504,-0.889563,-0.125457,-1.05187,-6.70996,-1.03009,-7.27102,-0.146315,0.0156848,-13.6504,6.25519,-7.27102
35.4,46.837,7.99624,693.589,-6.01224,-0.838783,-6.61447,-0.846707,-0.0567166,-1.1161,-6.64022,-1.05318,-7.13923,-4.2771,0.079362,-13.2082,6.0125,-7.13923
35.6,46.8374,7.99613,691.38,-6.13862,-0.733052,-6.62492,-0.748914,-0.155006,-0.965139,-6.64106,-0.986911,-7.01607,-0.779842,0.247529,-13.3097,6.14058,-7.01607
35.8,46.8377,7.99602,689.599,-6.19003,-0.851524,-6.60491,-0.872611,0.0346843,-0.900856,-6.6076,-0.884853,-7.17491,-2.46695,0.123691,-13.3302,6.19012,-7.17491
36,46.8381,7.99591,688.101,-6.15507,-0.67221,-6.61547,-0.690655,-0.143529,-0.988391,-6.59145,-0.959743,-7.16917,2.04141,0.327824,-13.4678,6.15674,-7.16917
36.2,46.8384,7.9958,686.628,-6.21602,-0.848262,-6.5869,-0.861238,0.0129786,-0.922066,-6.61138,-0.968022,-7.1353,-1.98346,0.108879,-13.3383,6.21603,-7.1353
36.4,46.8387,7.99568,683.367,-6.2502,-1.00752,-6.58449,-1.00372,-0.218536,-0.8819,-6.64338,-0.823285,-7.32449,6.53105,0.156074,-13.7932,6.25402,-7.32449
36.6,46.8391,7.99557,680.866,-6.22632,-0.893209,-6.75454,-0.825911,-0.18277,-1.11479,-6.71468,-1.07956,-7.34816,1.8744,0.132879,-13.7573,6.229,-7.34816
36.8,46.8394,7.99545,678.823,-6.07696,-0.858068,-6.70336,-0.787584,0.00484348,-0.959483,-6.64488,-0.957378,-7.09404,-6.18204,-0.155742,-13.1662,6.07696,-7.09404
37,46.8398,7.99533,677.54,-6.03622,-0.866921,-6.55662,-0.832538,-0.104458,-0.998561,-6.54371,-1.01668,-7.06466,-1.25846,0.039791,-13.2053,6.03712,-7.06466
37.2,46.8401,7.99521,675.816,-6.12794,-0.868655,-6.67144,-0.821091,-0.294687,-0.979404,-6.62628,-0.992006,-7.09536,2.97016,0.157205,-13.518,6.13502,-7.09536
37.4,46.8405,7.99509,673.834,-6.21159,-0.795302,-6.5491,-0.776533,-0.167803,-0.840958,-6.54998,-0.884346,-7.16949,5.04323,-0.105659,-13.5489,6.21386,-7.16949
37.6,46.8408,7.99496,672.466,-6.22755,-0.79572,-6.56631,-0.81292,-0.243259,-0.925202,-6.5561,-0.935444,-7.16,6.56849,-0.173219,-13.6308,6.2323,-7.16
37.8,46.8412,7.99484,671.085,-6.26393,-1.00612,-6.67529,-0.990534,-0.196626,-0.996575,-6.66887,-0.981192,-7.22632,2.85318,0.0051662,-13.6869,6.26701,-7.22632
38,46.8416,7.99471,670.032,-6.12422,-0.883529,-6.60598,-0.87739,-0.25085,-0.925667,-6.62647,-0.919594,-7.10183,2.82023,0.0395679,-13.4769,6.12936,-7.10183
38.2,46.8419,7.99458,670.546,-6.02669,-0.984832,-6.54135,-0.940469,-0.152549,-1.007,-6.534,-1.0083,-7.13757,0.682723,0.00524915,-13.3168,6.02862,-7.13757
38.4,46.8423,7.99445,665.993,-6.27234,-0.853173,-6.78706,-0.866168,-0.130295,-0.950076,-6.74039,-0.955528,-7.10701,-2.14672,0.0177091,-13.5096,6.27369,-7.10701
38.6,46.8426,7.99432,663.769,-6.24311,-0.741207,-6.80701,-0.743592,-0.133341,-1.19928,-6.78306,-1.17562,-6.81117,-7.73954,1.06266,-13.1876,6.24454,-6.81117
38.8,46.843,7.99419,662.521,-6.15409,-0.882971,-6.71832,-0.878512,-0.0481389,-0.857817,-6.66648,-0.843435,-7.01999,-4.90184,-0.0531172,-13.2222,6.15428,-7.01999
39,46.8434,7.99405,661.407,-6.33854,-0.890496,-6.61814,-0.875116,-0.166583,-0.853148,-6.63839,-0.906054,-7.27312,5.76474,-0.0843729,-13.7782,6.34073,-7.27312
39.2,46.8437,7.99392,659.604,-6.22187,-0.896836,-6.48256,-0.835365,-0.192893,-0.992694,-6.5466,-0.980497,-7.27258,7.38159,-0.175647,-13.6873,6.22486,-7.27258
39.4,46.8441,7.99378,658.954,-6.11381,-0.836609,-6.69657,-0.872436,-0.241569,-0.7879,-6.75839,-0.819612,-7.25226,1.86813,0.22016,-13.6076,6.11858,-7.25226
39.6,46.8445,7.99364,656.413,-6.28968,-0.894072,-6.71487,-0.915162,-0.0879043,-0.849183,-6.69995,-0.851796,-7.27641,0.856018,0.113668,-13.654,6.2903,-7.27641
39.8,46.8449,7.9935,654.829,-6.23412,-0.790931,-6.64863,-0.81496,-0.164359,-1.03308,-6.63728,-0.945783,-7.19848,2.66696,0.0604179,-13.597,6.23629,-7.19848
40,46.8452,7.99336,653.279,-6.21202,-0.862973,-6.51143,-0.82614,-0.0445097,-0.838592,-6.58096,-0.886972,-7.20013,2.03234,0.136432,-13.4567,6.21218,-7.20013
40.2,46.8456,7.99322,653.538,-6.09134,-0.779718,-6.7132,-0.794046,-0.157449,-0.87772,-6.68868,-0.903097,-7.33483,0.957335,0.0132173,-13.5836,6.09337,-7.33483
40.4,46.846,7.99308,650.649,-6.14115,-0.868461,-6.73422,-0.836109,-0.0810415,-1.02358,-6.72976,-0.971993,-7.09141,-4.83789,-0.0525523,-13.3136,6.14169,-7.09141
40.6,46.8464,7.99293,648.771,-6.24771,-0.735236,-6.57087,-0.763362,-0.0623627,-0.929025,-6.64304,-0.94581,-7.14,0.706139,0.155646,-13.4501,6.24802,-7.14
40.8,46.8468,7.99278,647.759,-6.20062,-0.840592,-6.64117,-0.880003,0.0314791,-0.874119,-6.66682,-0.900589,-7.06845,-4.78269,-0.0659938,-13.2376,6.2007,-7.06845
41,46.8472,7.99264,647.039,-6.28034,-0.967713,-6.65692,-0.977205,-0.178789,-0.938973,-6.62835,-0.899422,-7.33259,5.14086,0.0197728,-13.7917,6.28288,-7.33259
41.2,46.8476,7.99249,646.103,-6.05399,-0.724762,-6.61407,-0.724079,-0.0283256,-0.916279,-6.61573,-0.947199,-7.00389,-4.75644,0.0385369,-13.0862,6.05406,-7.00389
41.4,46.8479,7.99233,644.646,-6.20532,-0.778827,-6.58878,-0.861457,-0.152793,-0.982345,-6.58621,-0.923916,-7.13843,2.72285,0.000585878,-13.4965,6.2072,-7.13843
41.6,46.8483,7.99218,641.567,-6.23714,-0.870107,-6.62711,-0.879915,-0.154708,-0.929453,-6.61623,-0.905645,-7.24075,3.58584,-0.0414349,-13.6326,6.23906,-7.24075
41.8,46.8487,7.99203,640.766,-6.17368,-0.904838,-6.50634,-0.886834,-0.197736,-0.960078,-6.55164,-0.970232,-7.12468,4.50783,-0.0904639,-13.4961,6.17685,-7.12468
42,46.8491,7.99187,639.959,-6.16268,-1.0393,-6.65978,-0.992114,0.0111546,-0.889686,-6.65944,-0.884378,-7.09881,-5.13723,0.160818,-13.2503,6.16269,-7.09881
42.2,46.8495,7.99171,639.132,-6.23007,-0.882304,-6.70785,-0.85657,-0.110728,-0.843483,-6.71237,-0.875216,-7.0923,-1.71781,0.0281131,-13.4331,6.23106,-7.0923
42.4,46.8499,7.99155,638.677,-6.3445,-0.848088,-6.45628,-0.853642,-0.149622,-0.899438,-6.49966,-0.883713,-7.26622,9.30911,-0.144009,-13.7603,6.34626,-7.26622
42.6,46.8504,7.99139,636.357,-6.12915,-0.923265,-6.6218,-0.882781,-0.113973,-1.03795,-6.57408,-1.05101,-7.16909,0.0358876,0.0391052,-13.4122,6.13021,-7.16909
42.8,46.8508,7.99123,635.87,-6.17016,-0.914151,-6.60612,-0.872626,-0.146074,-1.05646,-6.5997,-1.10123,-7.28588,2.72215,0.0702771,-13.6021,6.17189,-7.28588
43,46.8512,7.99107,634.776,-6.19965,-0.862064,-6.74388,-0.897796,-0.142789,-0.897225,-6.82598,-0.951112,-7.20716,-2.12944,0.0233012,-13.5496,6.20129,-7.20716
43.2,46.8516,7.9909,634.83,-6.02565,-0.919514,-6.65995,-0.947104,-0.171376,-0.92986,-6.66792,-0.963835,-7.25281,-0.39327,0.0567637,-13.4498,6.02808,-7.25281
43.4,46.852,7.99073,634.806,-6.19186,-0.808862,-6.61264,-0.786047,-0.0724468,-0.855318,-6.63501,-0.884827,-7.12146,-0.415841,0.00843203,-13.3858,6.19228,-7.12146
43.6,46.8524,7.99057,634.595,-6.18293,-0.658724,-6.8125,-0.685385,-0.275159,-1.00599,-6.79379,-0.990001,-7.29222,2.12994,0.654447,-13.7503,6.18905,-7.29222
43.8,46.8528,7.9904,633.157,-6.12297,-0.796541,-6.69766,-0.757206,-0.178341,-1.07927,-6.68161,-1.07282,-7.36671,1.99952,0.284564,-13.668,6.12557,-7.36671
44,46.8532,7.99022,632.42,-6.24702,-1.06679,-6.59249,-0.983937,-0.0742604,-0.943801,-6.60049,-1.01422,-6.9759,-1.92002,0.0727923,-13.2972,6.24746,-6.9759
44.2,46.8537,7.99005,630.166,-6.18892,-0.918978,-6.71873,-0.920501,0.0135287,-0.913615,-6.68494,-0.95821,-7.10562,-5.67878,-0.122672,-13.281,6.18893,-7.10562
44.4,46.8541,7.98988,629.469,-6.00866,-0.920155,-6.69639,-0.919469,-0.0444081,-0.998016,-6.68784,-1.00527,-7.18026,-5.80851,-0.155122,-13.2333,6.00882,-7.18026
44.6,46.8545,7.9897,628.43,-6.09419,-0.874463,-6.55989,-0.870551,-0.151929,-0.929652,-6.58056,-0.929391,-7.12517,1.27502,-0.00619897,-13.3713,6.09608,-7.12517
44.8,46.855,7.98952,628.164,-6.0662,-0.621778,-6.56431,-0.663874,-0.114423,-0.831433,-6.60879,-0.77357,-7.09632,0.231204,0.081468,-13.2769,6.06727,-7.09632
45,46.8554,7.98934,627.413,-6.35636,-0.871852,-6.78417,-0.826754,-0.0446786,-0.952042,-6.78488,-0.925139,-7.13414,-3.36297,-0.0493422,-13.5352,6.35652,-7.13414
45.2,46.8558,7.98916,626.334,-6.212,-0.960591,-6.68392,-0.992303,-0.165709,-0.891643,-6.67808,-0.853973,-7.03189,-0.94737,0.207109,-13.4096,6.21421,-7.03189
45.4,46.8563,7.98898,625.89,-6.08315,-0.910172,-6.50642,-0.883059,-0.0735733,-1.0643,-6.51755,-1.02531,-7.23219,1.34664,0.129561,-13.3889,6.0836,-7.23219
45.6,46.8567,7.98879,626.562,-6.22669,-0.722188,-6.54116,-0.761188,-0.209501,-0.91593,-6.5441,-0.928009,-7.20025,6.88197,-0.123407,-13.6364,6.23021,-7.20025
45.8,46.8571,7.9886,625.748,-6.12113,-0.889065,-6.64966,-0.871034,-0.135849,-0.982898,-6.62479,-0.942685,-7.14868,-0.385678,-0.00163277,-13.4057,6.12264,-7.14868
46,46.8576,7.98841,625.29,-6.30772,-0.9737,-6.56663,-0.932717,-0.352353,-0.712142,-6.62088,-0.829496,-7.31496,11.9299,-0.24068,-13.975,6.31755,-7.31496
46.2,46.858,7.98822,625.449,-5.92463,-0.808747,-6.77683,-0.812071,-0.294201,-0.931572,-6.73412,-0.952316,-6.88662,-5.22044,0.88709,-13.1054,5.93193,-6.88662
46.4,46.8585,7.98803,625.247,-6.11096,-0.877879,-6.58854,-0.882609,-0.326644,-0.929388,-6.58367,-0.855315,-7.12852,5.88045,-0.0247739,-13.5661,6.11969,-7.12852
46.6,46.8589,7.98784,624.737,-6.25072,-0.79677,-6.58972,-0.780947,-0.187241,-0.921016,-6.62523,-0.954636,-7.2947,5.94709,-0.102752,-13.7327,6.25353,-7.2947
46.8,46.8594,7.98764,623.634,-6.21424,-1.00976,-6.60252,-0.949195,-0.0957135,-0.901241,-6.54393,-0.908329,-7.12971,1.19887,0.16765,-13.4397,6.21498,-7.12971
47,46.8598,7.98745,624.354,-6.24205,-0.951742,-6.7143,-0.871047,-0.189578,-0.947767,-6.69152,-0.937638,-7.08232,0.175275,0.0353307,-13.5139,6.24493,-7.08232
47.2,46.8603,7.98725,623.659,-6.23871,-0.870931,-6.72797,-0.912786,0.11406,-0.951677,-6.69552,-0.97472,-7.12691,-7.66333,-0.149333,-13.2516,6.23975,-7.12691
47.4,46.8607,7.98704,623.641,-6.06577,-0.938133,-6.74651,-0.935313,-0.245167,-0.897368,-6.72514,-0.944815,-7.1221,-1.32462,0.300744,-13.433,6.07072,-7.1221
47.6,46.8612,7.98684,623.343,-6.19795,-0.845584,-6.65519,-0.861486,-0.102148,-1.15869,-6.6752,-1.16642,-7.32555,0.56019,0.385396,-13.6256,6.19879,-7.32555
47.8,46.8617,7.98664,622.383,-6.06107,-0.741898,-6.58016,-0.760472,-0.167234,-0.933436,-6.60754,-0.934467,-7.17463,1.56855,0.0816055,-13.4029,6.06338,-7.17463
48,46.8621,7.98643,623.744,-6.0833,-0.965184,-6.59401,-0.939769,-0.0702674,-0.994145,-6.58066,-1.0387,-7.34643,0.603212,0.103104,-13.5,6.08371,-7.34643
48.2,46.8626,7.98622,622.622,-6.02337,-1.08688,-6.82228,-1.06067,0.0171058,-0.953075,-6.79826,-1.00837,-7.23854,-10.24,-0.252962,-13.2448,6.02339,-7.23854
48.4,46.8631,7.98601,623.123,-6.26922,-0.90778,-6.67696,-0.880592,-0.140266,-0.985448,-6.67744,-0.985179,-7.18715,1.18005,-0.00057554,-13.5966,6.27079,-7.18715
48.6,46.8635,7.9858,623.808,-6.0238,-0.85153,-6.69908,-0.892381,-0.226607,-0.948279,-6.72696,-0.952491,-7.08481,-2.15916,0.239377,-13.3352,6.02806,-7.08481
48.8,46.864,7.98558,624.162,-6.22044,-0.748689,-6.54704,-0.768904,-0.12801,-0.994168,-6.58352,-0.982437,-7.14384,2.98721,0.171223,-13.4923,6.22175,-7.14384
49,46.8645,7.98537,624.502,-6.23053,-0.851464,-6.64211,-0.902327,-0.244311,-0.843794,-6.59794,-0.901818,-7.04261,3.53697,-0.00675639,-13.5175,6.23532,-7.04261
49.2,46.865,7.98515,624.772,-6.222,-0.80186,-6.5888,-0.81932,-0.17199,-0.941081,-6.6033,-0.951595,-7.34433,5.93868,-0.0993436,-13.7383,6.22437,-7.34433
49.4,46.8655,7.98493,624.831,-6.15538,-0.872872,-6.61257,-0.884406,-0.0395838,-0.99143,-6.6,-1.02431,-7.29272,-0.0174149,0.129474,-13.4877,6.15551,-7.29272
49.6,46.8659,7.98471,624.031,-6.18767,-0.915677,-6.80154,-0.882788,-0.144918,-0.939428,-6.73056,-0.946605,-7.0004,-4.4968,0.044616,-13.333,6.18937,-7.0004
49.8,46.8664,7.98448,624.805,-6.17657,-0.896267,-6.66821,-0.919217,-0.203992,-0.896293,-6.66032,-0.919481,-7.12638,1.33973,0.055834,-13.5069,6.17994,-7.12638
50,46.8669,7.98426,625.057,-6.19926,-0.842459,-6.65312,-0.830078,-0.0745687,-0.912172,-6.61736,-0.868716,-7.22083,0.493267,0.0241648,-13.4947,6.19971,-7.22083
50.2,46.8674,7.98403,624.771,-6.14075,-0.865898,-6.6387,-0.915281,-0.356173,-1.03379,-6.64099,-1.02968,-7.10435,4.79811,0.130166,-13.6013,6.15107,-7.10435
50.4,46.8679,7.9838,626.919,-6.22448,-0.956739,-6.65419,-0.944492,-0.0246652,-0.901589,-6.65796,-0.876402,-7.16215,-2.17252,0.132316,-13.4113,6.22453,-7.16215
50.6,46.8684,7.98357,627.147,-5.97249,-0.853662,-6.61283,-0.816516,-0.244058,-1.04577,-6.61602,-1.00892,-7.03576,-0.614075,0.273832,-13.2523,5.97747,-7.03576
50.8,46.8689,7.98333,626.08,-6.25198,-0.838758,-6.53307,-0.847653,-0.194218,-0.896491,-6.533,-0.908527,-7.06023,5.03978,-0.115367,-13.5064,6.25499,-7.06023
51,46.8694,7.9831,626.267,-6.18465,-0.907835,-6.55983,-0.90784,-0.241308,-1.05327,-6.5943,-1.01808,-7.23678,5.68337,-0.13401,-13.6627,6.18936,-7.23678
51.2,46.8699,7.98286,628.106,-6.04377,-0.914849,-6.83469,-0.891122,-0.00938955,-1.02256,-6.83386,-1.03801,-7.15011,-10.493,-0.438141,-13.2033,6.04378,-7.15011
51.4,46.8704,7.98262,628.781,-6.20326,-0.89628,-6.71358,-0.909349,-0.0991698,-0.967188,-6.68893,-0.986984,-7.3635,0.693669,0.0226801,-13.6659,6.20406,-7.3635
51.6,46.8709,7.98238,629.5,-6.2285,-0.825539,-6.47468,-0.835938,-0.190229,-0.951021,-6.53712,-0.974871,-7.26806,7.78713,-0.17839,-13.6868,6.2314,-7.26806
51.8,46.8714,7.98214,630.835,-6.00401,-0.759683,-6.68372,-0.766249,-0.035186,-0.806738,-6.68646,-0.806894,-7.01468,-6.69837,-0.148131,-13.0539,6.00411,-7.01468
52,46.8719,7.98189,631.622,-6.33531,-0.684832,-6.58819,-0.72845,-0.222773,-0.899661,-6.64,-0.879014,-7.07327,5.52629,-0.00830341,-13.6313,6.33922,-7.07327
52.2,46.8724,7.98164,632.681,-5.89984,-0.871843,-6.70374,-0.893077,-0.188458,-0.841726,-6.66041,-0.878326,-7.08342,-3.8594,0.269589,-13.1717,5.90285,-7.08342
52.4,46.873,7.98139,633.126,-6.24573,-0.89947,-6.74142,-0.890343,-0.17647,-0.974711,-6.71322,-0.955176,-7.19523,0.645901,0.0143061,-13.6174,6.24823,-7.19523
52.6,46.8735,7.98114,632.087,-6.19584,-0.887945,-6.5723,-0.861255,-0.177036,-0.910236,-6.5842,-0.935943,-7.12606,3.24082,-0.0469417,-13.4989,6.19837,-7.12606
52.8,46.874,7.98089,632.874,-6.13981,-0.855887,-6.50291,-0.803373,-0.12915,-1.05233,-6.58541,-0.995081,-7.17516,2.42933,0.0742318,-13.4441,6.14117,-7.17516
53,46.8745,7.98063,634.489,-6.11691,-0.76849,-6.72515,-0.771239,-0.0447563,-0.966943,-6.73129,-0.939092,-7.21795,-4.04255,0.00975095,-13.3796,6.11707,-7.21795
53.2,46.875,7.98037,636.265,-6.2551,-0.908951,-6.65356,-0.930914,-0.0841147,-0.85416,-6.62742,-0.861126,-7.07082,-0.656074,0.0935352,-13.41,6.25567,-7.07082
53.4,46.8756,7.98011,636.433,-6.15623,-0.836013,-6.7149,-0.892449,-0.0465084,-0.960168,-6.72148,-0.948385,-7.23489,-3.25669,-0.0473052,-13.4376,6.1564,-7.23489
53.6,46.8761,7.97985,637.066,-6.24039,-0.788226,-6.5884,-0.812598,-0.238831,-0.979693,-6.6123,-0.931635,-7.28862,7.19452,-0.188115,-13.7678,6.24496,-7.28862
53.8,46.8766,7.97959,637.362,-6.25334,-0.850466,-6.56075,-0.857548,-0.275379,-0.918958,-6.61184,-0.939739,-7.23223,7.93538,-0.288325,-13.7609,6.2594,-7.23223
54,46.8771,7.97932,638.176,-6.07775,-0.781823,-6.85302,-0.828966,-0.143915,-0.888622,-6.9023,-0.891409,-7.1166,-7.18015,0.149947,-13.3383,6.07945,-7.1166
54.2,46.8777,7.97906,641.291,-6.13371,-0.821896,-6.50474,-0.844517,-0.0147283,-1.00385,-6.50631,-1.00081,-7.15266,0.0949456,0.238274,-13.3011,6.13373,-7.15266
54.4,46.8782,7.97879,641.302,-6.14665,-0.905782,-6.68482,-0.920488,-0.188449,-0.95699,-6.68379,-0.903442,-7.18824,0.636553,0.0482951,-13.5233,6.14953,-7.18824
54.6,46.8788,7.97851,642.502,-6.05364,-0.86789,-6.68229,-0.857644,-0.0655374,-0.871641,-6.68728,-0.860721,-7.32153,-1.96493,0.0236126,-13.4407,6.05399,-7.32153
54.8,46.8793,7.97824,644.058,-6.12444,-0.919961,-6.64371,-0.923374,-0.163248,-0.813687,-6.59123,-0.839594,-7.24293,2.43647,0.159287,-13.5306,6.12661,-7.24293
55,46.8798,7.97797,645.293,-5.94775,-0.813705,-6.60955,-0.790139,-0.206708,-0.940091,-6.58642,-0.975117,-7.2821,1.90781,0.0491256,-13.4366,5.95134,-7.2821
55.2,46.8804,7.97769,648.575,-6.04632,-0.848317,-6.71626,-0.86666,-0.28093,-0.914497,-6.73666,-0.902728,-7.27879,1.89481,0.20919,-13.606,6.05284,-7.27879
